"user_id","time","position_latent"
"4771","9fb195a8-1569-11eb-90e4-ac7289d091ca","E"
"4453","c18cd340-1569-11eb-90e4-ac7289d091ca","F"
"7675","bd61c172-1569-11eb-90e4-ac7289d091ca","E"
"7842","cb307f50-1569-11eb-90e4-ac7289d091ca","E"
"16037","ccffb86e-1569-11eb-90e4-ac7289d091ca","A"
"19697","a5b73502-1569-11eb-90e4-ac7289d091ca","A"
"15813","af0c5f2e-1569-11eb-90e4-ac7289d091ca","D"
"5467","9ebd8c42-1569-11eb-90e4-ac7289d091ca","E"
"4043","a508e33a-1569-11eb-90e4-ac7289d091ca","C"
"11673","baaeed7e-1569-11eb-90e4-ac7289d091ca","F"
"17916","c85e6e18-1569-11eb-90e4-ac7289d091ca","C"
"11292","c21f0a1c-1569-11eb-90e4-ac7289d091ca","E"
"707","ad9e00e8-1569-11eb-90e4-ac7289d091ca","E"
"1207","b3d837b2-1569-11eb-90e4-ac7289d091ca","D"
"4614","c9adf824-1569-11eb-90e4-ac7289d091ca","C"
"1254","b937eee6-1569-11eb-90e4-ac7289d091ca","D"
"14317","b645a926-1569-11eb-90e4-ac7289d091ca","B"
"2392","be4e72ba-1569-11eb-90e4-ac7289d091ca","E"
"12646","9bc9c82a-1569-11eb-90e4-ac7289d091ca","D"
"8625","c4815ab2-1569-11eb-90e4-ac7289d091ca","A"
"5957","a653253e-1569-11eb-90e4-ac7289d091ca","B"
"3288","c6f0181a-1569-11eb-90e4-ac7289d091ca","C"
"18425","b864f1b2-1569-11eb-90e4-ac7289d091ca","C"
"19431","b0b791a4-1569-11eb-90e4-ac7289d091ca","F"
"15666","a3824678-1569-11eb-90e4-ac7289d091ca","F"
"4310","c15c068e-1569-11eb-90e4-ac7289d091ca","A"
"14424","a25d202e-1569-11eb-90e4-ac7289d091ca","E"
"4767","9cca1838-1569-11eb-90e4-ac7289d091ca","B"
"5851","b3fbd5be-1569-11eb-90e4-ac7289d091ca","C"
"10181","c3ef0928-1569-11eb-90e4-ac7289d091ca","F"
"7653","b770c164-1569-11eb-90e4-ac7289d091ca","D"
"7870","9d445152-1569-11eb-90e4-ac7289d091ca","D"
"13493","a62ee3e0-1569-11eb-90e4-ac7289d091ca","D"
"15704","b356fd82-1569-11eb-90e4-ac7289d091ca","F"
"17929","b62316b8-1569-11eb-90e4-ac7289d091ca","D"
"16000","ca2e2f1c-1569-11eb-90e4-ac7289d091ca","F"
"6927","a8b4dc6e-1569-11eb-90e4-ac7289d091ca","A"
"6367","c067acd8-1569-11eb-90e4-ac7289d091ca","A"
"3179","c575ae3c-1569-11eb-90e4-ac7289d091ca","E"
"14892","b4638100-1569-11eb-90e4-ac7289d091ca","F"
"12847","b092f24a-1569-11eb-90e4-ac7289d091ca","B"
"837","c93aa1bc-1569-11eb-90e4-ac7289d091ca","C"
"4175","b2acb458-1569-11eb-90e4-ac7289d091ca","C"
"5830","a28e0ec8-1569-11eb-90e4-ac7289d091ca","D"
"12792","b795257c-1569-11eb-90e4-ac7289d091ca","B"
"18330","cc77fbc2-1569-11eb-90e4-ac7289d091ca","F"
"4387","b32621ee-1569-11eb-90e4-ac7289d091ca","B"
"16609","9fe285be-1569-11eb-90e4-ac7289d091ca","C"
"19168","b80f5a0e-1569-11eb-90e4-ac7289d091ca","C"
"4777","bdecf1de-1569-11eb-90e4-ac7289d091ca","C"
"2064","aac1a816-1569-11eb-90e4-ac7289d091ca","A"
"16035","b10cf6b2-1569-11eb-90e4-ac7289d091ca","D"
"14922","aa6c3336-1569-11eb-90e4-ac7289d091ca","C"
"537","cc9cbade-1569-11eb-90e4-ac7289d091ca","D"
"17896","c098721e-1569-11eb-90e4-ac7289d091ca","F"
"17567","b90faba2-1569-11eb-90e4-ac7289d091ca","C"
"13728","b73fb358-1569-11eb-90e4-ac7289d091ca","B"
"13642","cccd8c7c-1569-11eb-90e4-ac7289d091ca","B"
"19771","9e98de60-1569-11eb-90e4-ac7289d091ca","E"
"18635","c4fb7450-1569-11eb-90e4-ac7289d091ca","F"
"2387","9b97a174-1569-11eb-90e4-ac7289d091ca","E"
